food,foodon_iri,foodex_iri,foodex_embed_avail
36130 - sandy everlasting infusion flowers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543613,A0D7R,True
36140 - st. john's wort infusion flowers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543614,A0D7Q,True
36150 - sunflower infusion flowers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543615,A0D7P,True
36160 - sweet olive infusion flowers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543616,A0D7N,True
36170 - sweet violet infusion flowers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543617,A0D7M,True
36180 - white deadnettle infusion flowers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543618,A0D7L,True
36190 - yarrow infusion flowers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543619,A0D7K,True
36200 - ylang-ylang infusion flowers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543620,A0D7J,True
36210 - jasmine infusion flowers and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543621,A04KL,True
36220 - common jasmine infusion flowers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543622,A03JF,True
36230 - arabian jasmine infusion flowers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543623,A0D7G,True
36240 - lime infusion flowers and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543624,A0D7F,True
36250 - lime infusion flowers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543625,A03JH,True
36260 - small-leaf linden infusion flowers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543626,A0D7E,True
36270 - big-leaf linden infusion flowers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543627,A0D7D,True
36280 - silver linden infusion flowers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543628,A0D7C,True
36290 - other herbal infusion materials from flowers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543629,A03JJ,True
36300 - roots used for herbal infusions (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543630,A03JS,True
36310 - valerian infusion roots and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543631,A0D1X,True
36320 - valerian infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543632,A03JT,True
36330 - blue flag infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543633,A0D1V,True
36340 - calamus infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543634,A01AG,True
36350 - couch grass infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543635,A0D1R,True
36360 - cowslip infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543636,A0D1Q,True
36370 - echinacea infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543637,A0D1P,True
36380 - narrow-leaf echinacea infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543638,A0D1N,True
36390 - pale echinacea infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543639,A0D1M,True
36400 - purple echinacea infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543640,A0D1L,True
36410 - elecampane infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543641,A01AH,True
36420 - fragrant sumac infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543642,A0D1J,True
36430 - golden root infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543643,A0D1H,True
36440 - herb bennet infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543644,A0D1G,True
36450 - marshmallow infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543645,A0D1F,True
36460 - mexican valerian infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543646,A0D1E,True
36470 - pimpernel infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543647,A0D1D,True
36480 - rhatany infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543648,A0D1C,True
36490 - sarsaparilla infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543649,A0D1B,True
36500 - seneca snakeroot infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543650,A0D1A,True
36510 - tormentil infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543651,A0D0Z,True
"36520 - angelica root, dry (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543652,A01AE,True
36530 - ginseng and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543653,A0D0X,True
36540 - ginseng infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543654,A03JV,True
36550 - asian ginseng infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543655,A0D0V,True
36560 - american ginseng infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543656,A0D0T,True
36570 - siberian ginseng infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543657,A0D0S,True
36580 - other herbal infusion materials from roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543658,A03JX,True
36590 - herbal infusion extracts (rpc derivatives) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543659,A16GX,False
36600 - herbal infusion extracts (powder) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543660,A16GY,False
36610 - herbal infusion extracts (liquid) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543661,A16GZ,False
36620 - materials for infusions or hot drinks of miscellaneous origin (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543662,A0ETK,True
36630 - carobs and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543663,A0CZJ,True
36640 - carobs (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543664,A01HY,True
36650 - jengkols (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543665,A0CZH,True
36660 - herbal infusion materials from any other parts of the plant (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543666,A03JY,True
"36670 - blond psyllium (infusion seeds, husks) (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543667,A0D0R,True
36680 - chamomile (infusion seeds) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543668,A0D0Q,True
36690 - cherries (sweet) (infusion stems) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543669,A0D0P,True
36700 - china (infusion bark) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543670,A0D0N,True
36710 - chinabark (infusion bark) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543671,A0D0M,True
36720 - red cinchona (infusion bark) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543672,A0D0L,True
36730 - cocoa (infusion husks) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543673,A0D0K,True
36740 - condurango (infusion bark) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543674,A0D0J,True
36750 - dwarf mountain pine (infusion shoots) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543675,A0D0H,True
36760 - fir (infusion shoots) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543676,A0D0G,True
36770 - fleawort (infusion seeds) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543677,A0D0F,True
36780 - fragrant sumac (infusion bark) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543678,A0D0E,True
36790 - guarana (infusion seeds) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543679,A03HM,True
36800 - hibiscus (infusion seeds) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543680,A0D0D,True
"36810 - horse-chestnut (infusion seeds, bark) (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543681,A0D0C,True
"36820 - juniper (infusion bark, wood, shoots) (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543682,A0D0B,True
36830 - lapacho (infusion bark) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543683,A0D0A,True
"36840 - lignum vitae (infusion bark, wood) (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543684,A0CZZ,True
36850 - parsley (infusion fruits) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543685,A0CZY,True
36860 - purging cassia (infusion fruits) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543686,A0CZX,True
"36870 - quassia (infusion bark, wood) (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543687,A0CZV,True
"36880 - red sandalwood (infusion bark, wood) (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543688,A0CZT,True
36890 - soap-bark tree (infusion bark) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543689,A0CZS,True
36900 - sour cherry (infusion stems) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543690,A0CZR,True
36910 - sweet corn (stigmas styles) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543691,A0D1T,True
36920 - wild angelica (infusion fruits) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543692,A0CZQ,True
36930 - witch hazel (infusion bark) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543693,A0CZP,True
36940 - cupuaçu (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543694,A03HP,True
36950 - other herbal infusion materials from any other parts of the plant (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543695,A0CZN,True
36960 - unspecified hot drink ingredients (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543696,A0F1D,False
36970 - leaves used for infusions or hot drinks (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543697,A0ESS,True
"36980 - seeds (coffee, cocoa and similar) used for infusions or hot drinks (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543698,A04JB,True
"36990 - derivatives of coffee, cocoa, tea, herbal infusion materials and similar rpcs (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543699,A0BYA,True
"37000 - hot drinks and similar (coffee, cocoa, tea and herbal infusions) (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543700,A03JZ,True
37010 - coffee beverages (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543701,A03KA,True
37020 - coffee espresso (beverage) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543702,A03KB,True
37030 - coffee (strong) beverage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543703,A167A,False
37040 - coffee (average strength) beverage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543704,A03KC,True
37050 - coffee (weak strength) beverage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543705,A03KD,True
37060 - instant coffee (beverage) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543706,A03KE,True
37070 - coffee beverage decaffeinated (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543707,A03KF,True
37080 - coffee with milk or cream (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543708,A03KG,True
"37090 - coffee drink, cappuccino (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543709,A03KH,True
"37100 - coffee drink, café macchiato (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543710,A03KJ,True
37110 - iced coffee (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543711,A03KK,True
37120 - coffee imitate beverages (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543712,A03KL,True
37130 - malt coffee infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543713,A03KM,True
37140 - chicory coffee infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543714,A03KN,True
37150 - minor coffee imitates infusions (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543715,A03KP,True
37160 - rye coffee infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543716,A03KQ,True
37170 - wheat coffee infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543717,A03KR,True
37180 - barley coffee infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543718,A03KS,True
37190 - fig coffee infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543719,A03KT,True
37200 - sugar beet coffee infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543720,A03KV,True
37210 - mixed coffee imitates infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543721,A03KX,True
37220 - cocoa beverages (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543722,A03KY,True
37230 - hot chocolate (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543723,A03KZ,True
37240 - hot chocolate with added ingredients (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543724,A03LA,True
37250 - tea beverages (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543725,A03LB,True
37260 - fermented tea infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543726,A03LC,True
"37270 - non-fermented tea, infusion (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543727,A03LD,True
"37280 - tea, decaffeinated, infusion (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543728,A03LE,True
37290 - tea infusion with added flavouring ingredients (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543729,A03LF,True
37300 - herbal and other non-tea infusions (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543730,A03LG,True
37310 - camomile infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543731,A03LH,True
37320 - jasmine infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543732,A03LJ,True
37330 - fruit infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543733,A03LK,True
37340 - hibiscus infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543734,A03LL,True
37350 - rose infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543735,A03LM,True
37360 - elderflowers infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543736,A03LN,True
37370 - lime blossoms infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543737,A03LP,True
37380 - strawberry leaves infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543738,A03LQ,True
37390 - maté infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543739,A03LR,True
37400 - lemon verbena infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543740,A03LS,True
37410 - rooibos infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543741,A03LT,True
37420 - peppermint infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543742,A16GQ,False
37430 - fennel infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543743,A16GR,False
37440 - gingko infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543744,A03LV,True
37450 - valerian root infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543745,A03LX,True
37460 - ginseng root infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543746,A03LY,True
37470 - food products for young population (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543747,A03PV,True
37480 - infant and follow-on formulae (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543748,A03PY,True
37490 - infant formulae (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543749,A0EQM,True
"37500 - infant formulae, powder (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543750,A03PZ,True
"37510 - infant formula, milk-based, powder (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543751,A03QA,True
"37520 - infant formula, soya-based, powder (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543752,A03QB,True
"37530 - infant formula, milk and soya-based, powder (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543753,A03QC,True
"37540 - infant formula, based on protein hydrolysates, powder (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543754,A03QD,True
"37550 - infant formulae, liquid (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543755,A03QE,True
"37560 - infant formula, milk-based, liquid (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543756,A03QF,True
"37570 - infant formula, soya-based, liquid (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543757,A03QG,True
"37580 - infant formula, milk and soya-based, liquid (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543758,A03QH,True
"37590 - infant formula, based on protein hydrolysates, liquid (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543759,A03QJ,True
37600 - follow-on formulae (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543760,A0EQL,True
"37610 - follow-on formulae, powder (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543761,A03QK,True
"37620 - follow-on formula, milk-based, powder (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543762,A03QL,True
"37630 - follow-on formula, soya-based, powder (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543763,A03QM,True
"37640 - follow-on formula, milk and soya-based, powder (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543764,A03QN,True
"37650 - follow-on formula, based on protein hydrolysates, powder (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543765,A03QP,True
"37660 - follow-on formulae, liquid (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543766,A03QQ,True
"37670 - follow-on formula, milk-based, liquid (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543767,A03QR,True
"37680 - follow-on formula, soya-based, liquid (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543768,A03QS,True
"37690 - follow-on formula, milk and soya-based, liquid (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543769,A03QT,True
"37700 - follow-on formula, based on protein hydrolysates, liquid (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543770,A03QV,True
37710 - ready-to-eat meal for infants and young children (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543771,A03RC,True
37720 - ready-to-eat meat-based meal for children (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543772,A03RF,True
37730 - ready-to-eat fish-based meal for children (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543773,A03RG,True
37740 - ready-to-eat dairy-based meal for children (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543774,A03RH,True
37750 - ready-to-eat cereal-based meal for children (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543775,A03RE,True
37760 - ready-to-eat fruit-based meal for children (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543776,A03RJ,True
37770 - ready-to-eat vegetable-based meal for children (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543777,A03RD,True
37780 - ready-to-eat mixed meal for children (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543778,A03RK,True
37790 - processed cereal-based food for infants and young children (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543779,A03QX,True
37800 - cereals with an added high protein food which have to be reconstituted with water or other protein-free liquid (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543780,A03QZ,True
37810 - cereals with an added high protein food reconstituted (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543781,A0BZF,True
37820 - simple cereals which have to be reconstituted with milk or other appropriate nutritious liquids (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543782,A03QY,True
"37830 - simple cereals for infants or children, reconstituted (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543783,A0BZE,True
"37840 - biscuits, rusks and cookies for children (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543784,A03RA,True
"37850 - pasta for children (dry, to be cooked) (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543785,A03RB,True
37860 - other food for infants and children (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543786,A03RL,True
"37870 - herbal infusions (beverages) specific for infants and young children, liquid (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543787,A03RM,True
"37880 - herbal infusions specific for infants and young children, dry (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543788,A16GS,False
37890 - fruit and vegetable juices and nectars specific for infants and young children (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543789,A03RN,True
37900 - special food for children's growth (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543790,A03RP,False
"37910 - products for non-standard diets, food imitates and food supplements (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543791,A03RQ,False
37920 - food for particular diets (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543792,A03RR,True
37930 - food for weight reduction (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543793,A03RS,True
37940 - total daily diet replacement for weight reduction (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543794,A03RT,True
37950 - single meal replacement for weight reduction (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543795,A03RV,True
37960 - food for sporting people (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543796,A03RX,True
37970 - carbohydrate-rich energy food products for sports people (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543797,A03RY,True
37980 - carbohydrate-electrolyte solutions for sports people (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543798,A03RZ,True
37990 - protein and protein components for sports people (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543799,A03SA,True
38000 - micronutrients supplement for sports people (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543800,A03SB,True
38010 - carnitine or creatine-based supplement for sports people (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543801,A03SC,True
38020 - dietary foods for special medical purposes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543802,A03SD,True
38030 - nutritionally complete formulae (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543803,A03SE,True
38040 - nutritionally incomplete formulae (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543804,A03SF,True
38050 - formulas for metabolic disorders (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543805,A03SG,True
38060 - oral rehydration products (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543806,A03SH,True
38070 - food supplements and similar preparations (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543807,A03SJ,True
38080 - mixed supplements/formulations (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543808,A03TC,True
38090 - vitamin and mineral supplements (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543809,A03SK,True
38100 - vitamin only supplements (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543810,A03SL,True
38110 - mineral only supplements (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543811,A03SM,True
38120 - combination of vitamin and mineral only supplements (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543812,A03SN,True
38130 - miscellaneous supplements or nutraceuticals (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543813,A03SP,True
38140 - bee-produced formulations (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543814,A03SQ,True
38150 - fiber supplements (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543815,A03SR,True
38160 - herbal formulations and plant extracts (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543816,A03SS,True
"38170 - algae based formulations (e.g. spirulina, chlorella) (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543817,A03ST,True
38180 - probiotic or prebiotic formulations (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543818,A0F3Y,True
"38190 - formulations containing special fatty acids (e.g. omega-3, essential fatty acids) (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543819,A03SX,True
38200 - protein and amino acids supplements (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543820,A03SY,True
38210 - coenzyme q10 formulations (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543821,A03SZ,True
38220 - enzyme-based formulations (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543822,A03TA,True
38230 - yeast based formulations (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543823,A03TB,True
38240 - other common supplements (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543824,A03SV,True
38250 - meat and dairy imitates (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543825,A03TD,True
38260 - meat imitates (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543826,A03TE,True
38270 - textured soy protein (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543827,A03TF,True
38280 - textured fungal proteins (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543828,A03TG,True
38290 - tempeh (all types) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543829,A16RC,False
38300 - dairy imitates (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543830,A0BXC,True
38310 - milk imitates (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543831,A03TH,True
38320 - soya drink (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543832,A03TJ,True
38330 - almond drink (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543833,A03TK,True
38340 - oats drink (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543834,A03TL,True
38350 - rice drink (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543835,A03TM,True
38360 - rye drink (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543836,A03TN,True
38370 - spelt drink (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543837,A03TP,True
38380 - dairy imitates other than milks (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543838,A03TQ,True
38390 - imitation cream (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543839,A03TR,True
38400 - non dairy coffee creamer (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543840,A03TS,True
38410 - tofu (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543841,A03TT,True
38420 - soya yoghurt (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543842,A03TV,True
38430 - imitation cheese (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543843,A03TY,True
"38440 - imitation yoghurt, non soy (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543844,A03TZ,True
38450 - composite dishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543845,A03VA,True
"38460 - dishes, incl. ready to eat meals (excluding soups and salads) (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543846,A03VB,True
"38470 - dishes excluding pasta or rice dishes, sandwiches and pizza (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543847,A03VC,True
38480 - meat based dishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543848,A03VV,True
38490 - goulash (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543849,A03VX,True
38500 - meat stew (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543850,A03VY,True
38510 - meat in aspic (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543851,A03VZ,True
38520 - meat loaf (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543852,A03XA,True
38530 - pork meat loaf (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543853,A03XB,True
38540 - beef loaf (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543854,A03XC,True
"38550 - meat loaf with cheese, vegetables or other (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03543855,A03XD,True
38560 - moussaka (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543856,A03XE,True
